Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
710,Cervix uteri cancer,KOR,2015,BTSX,ALLAges,50800000,1145.02,2.25,31431.26,61.87
730,Ovary cancer,KOR,2015,BTSX,ALLAges,50800000,1125.67,2.22,30873.45,60.77
860,Alcohol use disorders,KOR,2015,BTSX,ALLAges,50800000,907.25,1.79,270477.6,532.44
1242,Paralytic ileus and intestinal obstruction,KOR,2015,BTSX,ALLAges,50800000,782.74,1.54,14335.32,28.22
110,Diarrhoeal diseases,KOR,2015,BTSX,ALLAges,50800000,734.1,1.45,36258.49,71.37
190,Acute hepatitis B,KOR,2015,BTSX,ALLAges,50800000,716.11,1.41,19710.6,38.8
490,Neonatal conditions,KOR,2015,BTSX,ALLAges,50800000,681.99,1.34,132291.7,260.42
1570,Drowning,KOR,2015,BTSX,ALLAges,50800000,624.41,1.23,23221.63,45.71
1400,Congenital anomalies,KOR,2015,BTSX,ALLAges,50800000,572.97,1.13,85092.39,167.5
690,Melanoma and other skin cancers,KOR,2015,BTSX,ALLAges,50800000,570.96,1.12,12044.76,23.71
1220,Peptic ulcer disease,KOR,2015,BTSX,ALLAges,50800000,565.52,1.11,12125.82,23.87
1330,Skin diseases,KOR,2015,BTSX,ALLAges,50800000,538.09,1.06,101958.9,200.71
1575,Exposure to mechanical forces,KOR,2015,BTSX,ALLAges,50800000,539.05,1.06,130278.4,256.45
1620,Interpersonal violence,KOR,2015,BTSX,ALLAges,50800000,521.19,1.03,41270.99,81.24
970,Epilepsy,KOR,2015,BTSX,ALLAges,50800000,472.36,0.93,46615.8,91.76
754,Thyroid cancer,KOR,2015,BTSX,ALLAges,50800000,383.55,0.76,9857.5,19.4
753,Larynx cancer,KOR,2015,BTSX,ALLAges,50800000,380.74,0.75,8636.79,17
720,Corpus uteri cancer,KOR,2015,BTSX,ALLAges,50800000,367.5,0.72,10609.15,20.88
1248,Pancreatitis,KOR,2015,BTSX,ALLAges,50800000,365.12,0.72,11501.86,22.64
1560,"Fire, heat and hot substances",KOR,2015,BTSX,ALLAges,50800000,291.38,0.57,37487.7,73.79
580,Iron-deficiency anaemia,KOR,2015,BTSX,ALLAges,50800000,241.42,0.48,73960.1,145.59
1110,Rheumatic heart disease,KOR,2015,BTSX,ALLAges,50800000,183.85,0.36,4258.92,8.38
1350,Rheumatoid arthritis,KOR,2015,BTSX,ALLAges,50800000,153.37,0.3,25456.32,50.11
1380,Back and neck pain,KOR,2015,BTSX,ALLAges,50800000,149.14,0.29,432753.8,851.88
870,Drug use disorders,KOR,2015,BTSX,ALLAges,50800000,140.32,0.28,57798.93,113.78
1540,Poisonings,KOR,2015,BTSX,ALLAges,50800000,133.46,0.26,10311.35,20.3
755,Mesothelioma,KOR,2015,BTSX,ALLAges,50800000,124.99,0.25,3210.1,6.32
100,HIV/AIDS,KOR,2015,BTSX,ALLAges,50800000,113.02,0.22,7490.68,14.75
550,Protein-energy malnutrition,KOR,2015,BTSX,ALLAges,50800000,87,0.17,7430.71,14.63
850,Schizophrenia,KOR,2015,BTSX,ALLAges,50800000,69.76,0.14,128598.8,253.15
295,Echinococcosis,KOR,2015,BTSX,ALLAges,50800000,69.53,0.14,1623.8,3.2
1244,Inflammatory bowel disease,KOR,2015,BTSX,ALLAges,50800000,70.79,0.14,7632.18,15.02
1360,Osteoarthritis,KOR,2015,BTSX,ALLAges,50800000,65.22,0.13,322592.7,635.02
1280,Benign prostatic hyperplasia,KOR,2015,BTSX,ALLAges,50800000,60.37,0.12,8168.98,16.08
1505,Sudden infant death syndrome,KOR,2015,BTSX,ALLAges,50800000,54.33,0.11,4865.16,9.58
1240,Appendicitis,KOR,2015,BTSX,ALLAges,50800000,52.23,0.1,3156.65,6.21
170,Meningitis,KOR,2015,BTSX,ALLAges,50800000,51.64,0.1,4492.2,8.84
420,Maternal conditions,KOR,2015,BTSX,ALLAges,50800000,48.74,0.1,3490,6.87
186,Acute hepatitis A,KOR,2015,BTSX,ALLAges,50800000,43.17,0.08,2424.95,4.77
285,Cysticercosis,KOR,2015,BTSX,ALLAges,50800000,34.7,0.07,15232,29.98
1241,Gastritis and duodenitis,KOR,2015,BTSX,ALLAges,50800000,31.37,0.06,4481.78,8.82
400,Upper respiratory infections,KOR,2015,BTSX,ALLAges,50800000,24.9,0.05,45075.7,88.73
50,Syphilis,KOR,2015,BTSX,ALLAges,50800000,22.08,0.04,2270.31,4.47
1370,Gout,KOR,2015,BTSX,ALLAges,50800000,20.06,0.04,16353.71,32.19
920,Idiopathic intellectual disability,KOR,2015,BTSX,ALLAges,50800000,14.98,0.03,7319.14,14.41
980,Multiple sclerosis,KOR,2015,BTSX,ALLAges,50800000,16.24,0.03,2232.45,4.39
1470,Oral conditions,KOR,2015,BTSX,ALLAges,50800000,15.52,0.03,154875.2,304.87
811,Thalassaemias,KOR,2015,BTSX,ALLAges,50800000,15.59,0.03,2669.79,5.26
742,Testicular cancer,KOR,2015,BTSX,ALLAges,50800000,11.35,0.02,831.38,1.64
320,Rabies,KOR,2015,BTSX,ALLAges,50800000,10.07,0.02,265.49,0.52
365,Leprosy,KOR,2015,BTSX,ALLAges,50800000,3.34,0.01,51.88,0.1
180,Encephalitis,KOR,2015,BTSX,ALLAges,50800000,7.5,0.01,1739.91,3.43
130,Whooping cough,KOR,2015,BTSX,ALLAges,50800000,6.41,0.01,709.49,1.4
1630,Collective violence and legal intervention,KOR,2015,BTSX,ALLAges,50800000,4.88,0.01,366.9,0.72
1580,Natural disasters,KOR,2015,BTSX,ALLAges,50800000,0.98,0,637.37,1.25
990,Migraine,KOR,2015,BTSX,ALLAges,50800000,0,0,156853.5,308.77
1000,Non-migraine headache,KOR,2015,BTSX,ALLAges,50800000,0,0,38583.32,75.95
1030,Glaucoma,KOR,2015,BTSX,ALLAges,50800000,0,0,7520.29,14.8
1040,Cataracts,KOR,2015,BTSX,ALLAges,50800000,0,0,17801.57,35.04
1050,Uncorrected refractive errors,KOR,2015,BTSX,ALLAges,50800000,0,0,153378.2,301.93
1060,Macular degeneration,KOR,2015,BTSX,ALLAges,50800000,0,0,5187.07,10.21
1070,Other vision loss,KOR,2015,BTSX,ALLAges,50800000,0,0,49357.25,97.16
1080,Other hearing loss,KOR,2015,BTSX,ALLAges,50800000,0,0,243133.9,478.61
880,Anxiety disorders,KOR,2015,BTSX,ALLAges,50800000,1.08,0,186050.4,366.24
890,Eating disorders,KOR,2015,BTSX,ALLAges,50800000,0,0,34758.14,68.42
900,Autism and Asperger syndrome,KOR,2015,BTSX,ALLAges,50800000,0,0,39477.81,77.71
910,Childhood behavioural disorders,KOR,2015,BTSX,ALLAges,50800000,0,0,25276.5,49.76
1290,Urolithiasis,KOR,2015,BTSX,ALLAges,50800000,0.01,0,2764.01,5.44
1310,Infertility,KOR,2015,BTSX,ALLAges,50800000,0,0,10335.12,20.34
1320,Gynecological diseases,KOR,2015,BTSX,ALLAges,50800000,0,0,121939,240.04
140,Diphtheria,KOR,2015,BTSX,ALLAges,50800000,0.01,0,0.93,0
150,Measles,KOR,2015,BTSX,ALLAges,50800000,0,0,0.02,0
160,Tetanus,KOR,2015,BTSX,ALLAges,50800000,2.16,0,34.38,0.07
60,Chlamydia,KOR,2015,BTSX,ALLAges,50800000,0,0,1758.37,3.46
70,Gonorrhoea,KOR,2015,BTSX,ALLAges,50800000,0,0,630.18,1.24
80,Trichomoniasis,KOR,2015,BTSX,ALLAges,50800000,0,0,1326.36,2.61
85,Genital herpes,KOR,2015,BTSX,ALLAges,50800000,0,0,1945.25,3.83
200,Acute hepatitis C,KOR,2015,BTSX,ALLAges,50800000,0.02,0,31.16,0.06
205,Acute hepatitis E,KOR,2015,BTSX,ALLAges,50800000,1.88,0,134.94,0.27
220,Malaria,KOR,2015,BTSX,ALLAges,50800000,0,0,48.41,0.1
230,African trypanosomiasis,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
240,Chagas disease,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
250,Schistosomiasis,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
260,Leishmaniasis,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
270,Lymphatic filariasis,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
280,Onchocerciasis,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
300,Dengue,KOR,2015,BTSX,ALLAges,50800000,0,0,0.01,0
310,Trachoma,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
315,Yellow fever,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
410,Otitis media,KOR,2015,BTSX,ALLAges,50800000,2.17,0,7857.52,15.47
340,Ascariasis,KOR,2015,BTSX,ALLAges,50800000,0,0,0.33,0
350,Trichuriasis,KOR,2015,BTSX,ALLAges,50800000,0,0,0,0
360,Hookworm disease,KOR,2015,BTSX,ALLAges,50800000,0,0,688.15,1.35
362,Food-bourne trematodes,KOR,2015,BTSX,ALLAges,50800000,0,0,13372.52,26.32
812,Sickle cell disorders and trait,KOR,2015,BTSX,ALLAges,50800000,1.35,0,570.23,1.12
830,Depressive disorders,KOR,2015,BTSX,ALLAges,50800000,0,0,220672.9,434.4
840,Bipolar disorder,KOR,2015,BTSX,ALLAges,50800000,1.05,0,65416.17,128.77
560,Iodine deficiency,KOR,2015,BTSX,ALLAges,50800000,0,0,1489.7,2.93
570,Vitamin A deficiency,KOR,2015,BTSX,ALLAges,50800000,0,0,90.46,0.18
