Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
186,Acute hepatitis A,KOR,2019,BTSX,ALLAges,51200000,57.9,0.11,2424.56,4.74
170,Meningitis,KOR,2019,BTSX,ALLAges,51200000,50.64,0.1,4449.02,8.69
295,Echinococcosis,KOR,2019,BTSX,ALLAges,51200000,53.22,0.1,1135.33,2.22
1280,Benign prostatic hyperplasia,KOR,2019,BTSX,ALLAges,51200000,49.38,0.1,9575.08,18.7
1360,Osteoarthritis,KOR,2019,BTSX,ALLAges,51200000,41.31,0.08,325179,635.12
1505,Sudden infant death syndrome,KOR,2019,BTSX,ALLAges,51200000,38.65,0.08,3461.09,6.76
420,Maternal conditions,KOR,2019,BTSX,ALLAges,51200000,34.05,0.07,2617.49,5.11
285,Cysticercosis,KOR,2019,BTSX,ALLAges,51200000,28.53,0.06,15356.29,29.99
1241,Gastritis and duodenitis,KOR,2019,BTSX,ALLAges,51200000,28.81,0.06,4611.24,9.01
400,Upper respiratory infections,KOR,2019,BTSX,ALLAges,51200000,25.66,0.05,45093.13,88.07
50,Syphilis,KOR,2019,BTSX,ALLAges,51200000,26.62,0.05,2292.3,4.48
180,Encephalitis,KOR,2019,BTSX,ALLAges,51200000,19.02,0.04,2033.76,3.97
742,Testicular cancer,KOR,2019,BTSX,ALLAges,51200000,21.91,0.04,1104.59,2.16
1470,Oral conditions,KOR,2019,BTSX,ALLAges,51200000,21.08,0.04,158064.9,308.72
811,Thalassaemias,KOR,2019,BTSX,ALLAges,51200000,16.01,0.03,2694.22,5.26
320,Rabies,KOR,2019,BTSX,ALLAges,51200000,9.48,0.02,239.27,0.47
1370,Gout,KOR,2019,BTSX,ALLAges,51200000,9.93,0.02,18208.78,35.56
920,Idiopathic intellectual disability,KOR,2019,BTSX,ALLAges,51200000,9.88,0.02,4826.19,9.43
980,Multiple sclerosis,KOR,2019,BTSX,ALLAges,51200000,10.62,0.02,2085.54,4.07
840,Bipolar disorder,KOR,2019,BTSX,ALLAges,51200000,4.63,0.01,66327.43,129.55
1630,Collective violence and legal intervention,KOR,2019,BTSX,ALLAges,51200000,4.92,0.01,353.15,0.69
410,Otitis media,KOR,2019,BTSX,ALLAges,51200000,4.59,0.01,7570.64,14.79
160,Tetanus,KOR,2019,BTSX,ALLAges,51200000,4.64,0.01,46.56,0.09
130,Whooping cough,KOR,2019,BTSX,ALLAges,51200000,6.02,0.01,659.59,1.29
140,Diphtheria,KOR,2019,BTSX,ALLAges,51200000,0.01,0,0.78,0
150,Measles,KOR,2019,BTSX,ALLAges,51200000,0,0,0.77,0
60,Chlamydia,KOR,2019,BTSX,ALLAges,51200000,0,0,1678.22,3.28
70,Gonorrhoea,KOR,2019,BTSX,ALLAges,51200000,0,0,593.93,1.16
80,Trichomoniasis,KOR,2019,BTSX,ALLAges,51200000,0,0,1395.26,2.73
85,Genital herpes,KOR,2019,BTSX,ALLAges,51200000,0,0,2005.7,3.92
205,Acute hepatitis E,KOR,2019,BTSX,ALLAges,51200000,1.36,0,129.98,0.25
220,Malaria,KOR,2019,BTSX,ALLAges,51200000,1.15,0,88.14,0.17
230,African trypanosomiasis,KOR,2019,BTSX,ALLAges,51200000,0,0,0,0
240,Chagas disease,KOR,2019,BTSX,ALLAges,51200000,0,0,0,0
250,Schistosomiasis,KOR,2019,BTSX,ALLAges,51200000,1.1,0,36.62,0.07
260,Leishmaniasis,KOR,2019,BTSX,ALLAges,51200000,0,0,0,0
270,Lymphatic filariasis,KOR,2019,BTSX,ALLAges,51200000,0,0,0,0
280,Onchocerciasis,KOR,2019,BTSX,ALLAges,51200000,0,0,0,0
300,Dengue,KOR,2019,BTSX,ALLAges,51200000,0,0,0.01,0
310,Trachoma,KOR,2019,BTSX,ALLAges,51200000,0,0,0,0
315,Yellow fever,KOR,2019,BTSX,ALLAges,51200000,0,0,0,0
340,Ascariasis,KOR,2019,BTSX,ALLAges,51200000,0,0,0.28,0
350,Trichuriasis,KOR,2019,BTSX,ALLAges,51200000,0,0,0,0
360,Hookworm disease,KOR,2019,BTSX,ALLAges,51200000,0,0,652.56,1.27
362,Food-bourne trematodes,KOR,2019,BTSX,ALLAges,51200000,0,0,13332.2,26.04
365,Leprosy,KOR,2019,BTSX,ALLAges,51200000,0,0,15.39,0.03
812,Sickle cell disorders and trait,KOR,2019,BTSX,ALLAges,51200000,1.17,0,542.39,1.06
830,Depressive disorders,KOR,2019,BTSX,ALLAges,51200000,0,0,218887.7,427.52
560,Iodine deficiency,KOR,2019,BTSX,ALLAges,51200000,0,0,1491.62,2.91
570,Vitamin A deficiency,KOR,2019,BTSX,ALLAges,51200000,0,0,72.25,0.14
1580,Natural disasters,KOR,2019,BTSX,ALLAges,51200000,0,0,564.43,1.1
880,Anxiety disorders,KOR,2019,BTSX,ALLAges,51200000,1.14,0,171082.4,334.15
890,Eating disorders,KOR,2019,BTSX,ALLAges,51200000,0,0,34227.22,66.85
900,Autism and Asperger syndrome,KOR,2019,BTSX,ALLAges,51200000,0,0,39128.23,76.42
910,Childhood behavioural disorders,KOR,2019,BTSX,ALLAges,51200000,0,0,22667.62,44.27
990,Migraine,KOR,2019,BTSX,ALLAges,51200000,0,0,156061.8,304.81
1000,Non-migraine headache,KOR,2019,BTSX,ALLAges,51200000,0,0,39242.59,76.65
1030,Glaucoma,KOR,2019,BTSX,ALLAges,51200000,0,0,9090.64,17.76
1040,Cataracts,KOR,2019,BTSX,ALLAges,51200000,0,0,21023.16,41.06
1050,Uncorrected refractive errors,KOR,2019,BTSX,ALLAges,51200000,0,0,162312.2,317.02
1060,Macular degeneration,KOR,2019,BTSX,ALLAges,51200000,0,0,6422.73,12.54
1070,Other vision loss,KOR,2019,BTSX,ALLAges,51200000,0,0,54508.13,106.46
1080,Other hearing loss,KOR,2019,BTSX,ALLAges,51200000,0,0,278020.5,543.01
1290,Urolithiasis,KOR,2019,BTSX,ALLAges,51200000,0.01,0,2965.08,5.79
1310,Infertility,KOR,2019,BTSX,ALLAges,51200000,0,0,10059.81,19.65
1320,Gynecological diseases,KOR,2019,BTSX,ALLAges,51200000,0,0,117956.5,230.38
